categoria|pesquisa|titulo|id_produto|link|preco|avaliacoes|data_coleta
Eletrônicos|Samsung Galaxy A|Smartphone Samsung Galaxy A16 Preto, 256GB, 8GB RAM, Câmera de até 50MP, Tela 6.7”, NFC, IP54, Bateria 5000 mAh e Processador Helio G99|55068623|https://www.casasbahia.com.br/smartphone-samsung-galaxy-a16-preto-256gb-8gb-ram-camera-de-ate-50mp-tela-6-7-nfc-ip54-bateria-5000-mah-e-processador-helio-g99/p/55068623|Indisponível|73|2025-10-21 13:58:55
Eletrônicos|Samsung Galaxy A|Celular Samsung Galaxy A06 Tela 6.7” 128GB 4G Processador Octa-Core, Câmera Traseira de 50MP Azul Escuro|55067264|https://www.casasbahia.com.br/celular-samsung-galaxy-a06-tela-6-7-128gb-4g-processador-octa-core-camera-traseira-de-50mp-azul-escuro/p/55067264|Indisponível|1938|2025-10-21 13:58:55
Eletrônicos|Samsung Galaxy A|Celular Samsung Galaxy A56 Tela Super AMOLED 6.7” 128GB 5G 50MP Preto|55068951|https://www.casasbahia.com.br/celular-samsung-galaxy-a56-tela-super-amoled-6-7-128gb-5g-50mp-preto/p/55068951|Indisponível|94|2025-10-21 13:58:55
Eletrônicos|Samsung Galaxy A|Smartphone Samsung Galaxy A16 Preto, 128GB, 4GB RAM, Câmera de até 50MP, Tela 6.7”, NFC, IP54, Bateria 5000 mAh e Processador Helio G99|55068268|https://www.casasbahia.com.br/smartphone-samsung-galaxy-a16-preto-128gb-4gb-ram-camera-de-ate-50mp-tela-6-7-nfc-ip54-bateria-5000-mah-e-processador-helio-g99/p/55068268|Indisponível|212|2025-10-21 13:58:55
Eletrônicos|Samsung Galaxy A|Celular Samsung Galaxy A06 Tela 6.7” 128GB 4G Processador Octa-Core, Câmera Traseira de 50MP e Selfie de 8MP Branco|55067265|https://www.casasbahia.com.br/celular-samsung-galaxy-a06-tela-6-7-128gb-4g-processador-octa-core-camera-traseira-de-50mp-e-selfie-de-8mp-branco/p/55067265|Indisponível|1016|2025-10-21 13:58:55
Eletrônicos|Samsung Galaxy A|Smartphone Samsung Galaxy A16 Cinza, 128GB, 4GB RAM, Câmera de até 50MP, Tela 6.7”, NFC, IP54, Bateria 5000 mAh e Processador Helio G99|55068267|https://www.casasbahia.com.br/smartphone-samsung-galaxy-a16-cinza-128gb-4gb-ram-camera-de-ate-50mp-tela-6-7-nfc-ip54-bateria-5000-mah-e-processador-helio-g99/p/55068267|Indisponível|234|2025-10-21 13:58:55
Eletrônicos|Samsung Galaxy A|Celular Samsung Galaxy A26 5G 256GB, 8GB RAM, Câmera de 50MP, IP67, Tela Super AMOLED 6.7”, NFC - Preto|1571505940|https://www.casasbahia.com.br/celular-samsung-galaxy-a26-5g-256gb-8gb-ram-camera-de-50mp-ip67-tela-super-amoled-67-quot-nfc-preto/p/1571505940|Indisponível|14|2025-10-21 13:58:55
Eletrônicos|Samsung Galaxy A|Smartphone Samsung Galaxy A56 5G Preto 256GB 8GB RAM, Câmera Tripla até 50MP, Tela Super AMOLED 6.7”, IP67, NFC, Vídeo HDR e Recursos AI|55068941|https://www.casasbahia.com.br/smartphone-samsung-galaxy-a56-5g-preto-256gb-8gb-ram-camera-tripla-ate-50mp-tela-super-amoled-6-7-ip67-nfc-video-hdr-e-recursos-ai/p/55068941|Indisponível|89|2025-10-21 13:58:55
Eletrônicos|Fones de Ouvido Sem Fio TWS|Fone De Ouvido Sem Fio I7 Tws Mini Via Bluetooth V 5.0|1560122439|https://www.casasbahia.com.br/fone-de-ouvido-sem-fio-i7-tws-mini-via-bluetooth-v-50/p/1560122439|Indisponível|1|2025-10-21 14:01:07
Eletrônicos|Fones de Ouvido Sem Fio TWS|Fone De Ouvido Sem Fio Tws I7 Mini Via Bluetooth 5.0|1547817554|https://www.casasbahia.com.br/fone-de-ouvido-sem-fio-tws-i7-mini-via-bluetooth-50/p/1547817554|Indisponível|1|2025-10-21 14:01:07
Eletrônicos|Fones de Ouvido Sem Fio TWS|Fone De Ouvido Bluetooth sem fio Com Touch i11 Tws Compatível com IOS e Android|1561628032|https://www.casasbahia.com.br/fone-de-ouvido-bluetooth-sem-fio-com-touch-i11-tws-compativel-com-ios-e-android/p/1561628032|Indisponível|1|2025-10-21 14:01:07
Eletrodomésticos|Air Fryer|Forno de Embutir Elétrico com Função Air Fryer Brastemp - BOF84AR|1560260987|https://www.casasbahia.com.br/forno-de-embutir-eletrico-com-funcao-air-fryer-brastemp-bof84ar/p/1560260987?IdLojista=17969|Indisponível|4|2025-10-21 14:03:25
Eletrodomésticos|Air Fryer|Fritadeira Elétrica Air Fryer Britânia BAF45A Revestimento Antiaderente Gold 5L Preta|55068933|https://www.casasbahia.com.br/fritadeira-eletrica-air-fryer-britania-baf45a-revestimento-antiaderente-gold-5l-preta/p/55068933|Indisponível|16|2025-10-21 14:03:25
Eletrodomésticos|Air Fryer|Fritadeira Elétrica Sem Óleo Air Fryer Mondial AFN40BI Family Inox 4L Preta/Inox|55032021|https://www.casasbahia.com.br/fritadeira-eletrica-sem-oleo-air-fryer-mondial-afn40bi-family-inox-4l-preta-inox/p/55032021|Indisponível|11998|2025-10-21 14:03:25
Eletrodomésticos|Air Fryer|Fritadeira Elétrica Sem Óleo Air Fryer Oven 2 em 1 Mondial AFON-12L-BI 12L Digital – Preta/Inox|55065681|https://www.casasbahia.com.br/fritadeira-eletrica-sem-oleo-air-fryer-oven-2-em-1-mondial-afon-12l-bi-12l-digital-preta-inox/p/55065681|Indisponível|2236|2025-10-21 14:03:25
Eletrodomésticos|Air Fryer|Fritadeira Elétrica Sem Óleo Air Fryer Mondial Family AFN40FB 4L Preta|55043353|https://www.casasbahia.com.br/fritadeira-eletrica-sem-oleo-air-fryer-mondial-family-afn40fb-4l-preta/p/55043353|Indisponível|12376|2025-10-21 14:03:25
Eletrodomésticos|Air Fryer|Fritadeira Elétrica Sem Óleo Air Fryer Mondial AF35-BF MK NE 1500W 3,5 Litros - Preta|55069098|https://www.casasbahia.com.br/fritadeira-eletrica-sem-oleo-air-fryer-mondial-af35-bf-mk-ne-1500w-35-litros-preta/p/55069098|Indisponível|17|2025-10-21 14:03:25
Eletrodomésticos|Air Fryer|Fritadeira Air Fry Philco PFR18TI Titanium Inox 4,6L 1500W|1520060610|https://www.casasbahia.com.br/fritadeira-air-fry-philco-pfr18ti-titanium-inox-46l-1500w/p/1520060610|Indisponível|9|2025-10-21 14:03:25
Eletrodomésticos|Air Fryer|Fritadeira Elétrica Sem Óleo Air Fryer Mondial AFN-60 6L Preta/Inox|55065679|https://www.casasbahia.com.br/fritadeira-eletrica-sem-oleo-air-fryer-mondial-afn-60-6l-preta-inox/p/55065679|Indisponível|1665|2025-10-21 14:03:25
Eletrodomésticos|Liquidificador potente|Liquidificador Philco PLQ2100PI Turbo Preto 1400W com 12 Velocidades - Preto/Inox|55065343|https://www.casasbahia.com.br/liquidificador-philco-plq2100pi-turbo-preto-1400w-com-12-velocidades-preto-inox/p/55065343|Indisponível|815|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Oster 1400W Full Preto 3,2L - OLIQ610|55012567|https://www.casasbahia.com.br/liquidificador-oster-1400w-full-preto-32l-oliq610/p/55012567|Indisponível|10108|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Arno Power Max LN65 Comfort Control 15 Velocidades 1400W - Preto|55066472|https://www.casasbahia.com.br/liquidificador-arno-power-max-ln65-comfort-control-15-velocidades-1400w-preto/p/55066472|Indisponível|129|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Philips Walita RI2244 Inox 1400W com 12 Velocidades|55019352|https://www.casasbahia.com.br/liquidificador-philips-walita-ri2244-inox-1400w-com-12-velocidades/p/55019352|Indisponível|351|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Philips Walita Série 5000 RI2242 3L 1200W 12 Velocidades Preto|55019350|https://www.casasbahia.com.br/liquidificador-philips-walita-serie-5000-ri2242-3l-1200w-12-velocidades-preto/p/55019350|Indisponível|2658|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Mondial Turbo Power L-99 FB Copo San Cristal 3 Velocidades 550W Preto|50004213|https://www.casasbahia.com.br/liquidificador-mondial-turbo-power-l-99-fb-copo-san-cristal-3-velocidades-550w-preto/p/50004213|Indisponível|9784|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Mondial Power L-550 1,9L 550W 2 Velocidades Pulsar Preto|55029682|https://www.casasbahia.com.br/liquidificador-mondial-power-l-550-19l-550w-2-velocidades-pulsar-preto/p/55029682|Indisponível|10301|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Mondial Turbo L-1100 3L 1100W 12 Velocidades Preto/Inox|55033544|https://www.casasbahia.com.br/liquidificador-mondial-turbo-l-1100-3l-1100w-12-velocidades-preto-inox/p/55033544|Indisponível|657|2025-10-21 14:04:04
Eletrodomésticos|Liquidificador potente|Liquidificador Industrial Alta Rotação 2 Litros 220V|1526601144|https://www.casasbahia.com.br/liquidificador-industrial-alta-rotacao-2-litros-220v/p/1526601144|Indisponível|5|2025-10-21 14:04:04
Eletrodomésticos|Aspirador de Pó|Aspirador de Pó Vertical Wap 3 em 1 High Speed Max 1350W - Azul/Cinza|55065155|https://www.casasbahia.com.br/aspirador-de-po-vertical-wap-3-em-1-high-speed-max-1350w-azul-cinza/p/55065155|Indisponível|422|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador Pó e Água Electrolux Hidrolux AWD01 1400W 5L com Acessórios Preto|13341551|https://www.casasbahia.com.br/aspirador-po-e-agua-electrolux-hidrolux-awd01-1400w-5l-com-acessorios-preto/p/13341551|Indisponível|8274|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador de Pó Vertical 2 em 1 Mondial Turbo Cycle AP36 1100W - Vermelho|15003651|https://www.casasbahia.com.br/aspirador-de-po-vertical-2-em-1-mondial-turbo-cycle-ap36-1100w-vermelho/p/15003651|Indisponível|15774|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador de Pó Vertical 2 em 1 Electrolux STK15 com Fio Urban 1450W Cinza|55029377|https://www.casasbahia.com.br/aspirador-de-po-vertical-2-em-1-electrolux-stk15-com-fio-urban-1450w-cinza/p/55029377|Indisponível|2341|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador de Pó Vertical 2 em 1 Britânia BAS1290V 1250W - Vermelho|55061754|https://www.casasbahia.com.br/aspirador-de-po-vertical-2-em-1-britania-bas1290v-1250w-vermelho/p/55061754|Indisponível|1435|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador Pó e Água Electrolux Acqua Power AQP20 1400W 10L com Acessórios Amarelo e Preto|10442841|https://www.casasbahia.com.br/aspirador-po-e-agua-electrolux-acqua-power-aqp20-1400w-10l-com-acessorios-amarelo-e-preto/p/10442841|Indisponível|2597|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador de Pó e Água WAP GTW10 com Bocal de Sopro 10 litros - 1400W|55004718|https://www.casasbahia.com.br/aspirador-de-po-e-agua-wap-gtw10-com-bocal-de-sopro-10-litros-1400w/p/55004718|Indisponível|3584|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador de Pó Vertical 2 em 1 Philco PAS1600P 1450 W - Preto|55061756|https://www.casasbahia.com.br/aspirador-de-po-vertical-2-em-1-philco-pas1600p-1450-w-preto/p/55061756|Indisponível|223|2025-10-21 14:04:44
Eletrodomésticos|Aspirador de Pó|Aspirador de Pó Mondial Turbo Hepa AP-15|1526648622|https://www.casasbahia.com.br/aspirador-de-po-mondial-turbo-hepa-ap-15/p/1526648622|Indisponível|2|2025-10-21 14:04:44
Moda|Tênis esportivo|Tênis Feminino Esportivo Caminhada Academia Confortável Kit|1562820776|https://www.casasbahia.com.br/tenis-feminino-esportivo-caminhada-academia-confortavel-kit/p/1562820776|Indisponível|2|2025-10-21 14:06:11
Moda|Tênis esportivo|Tênis Esportivo Masculino Amortecedor Gel Caminhada Academia|1567591489|https://www.casasbahia.com.br/tenis-esportivo-masculino-amortecedor-gel-caminhada-academia/p/1567591489|Indisponível|4|2025-10-21 14:06:11
Ferramentas|Kit de Ferramentas completo|Kit jogo ferramenta soquete aço maleta completa profissional|1566994980|https://www.casasbahia.com.br/kit-jogo-ferramenta-soquete-aco-maleta-completa-profissional/p/1566994980|Indisponível|1|2025-10-21 14:08:20
Gaming|Fone de Ouvido Gamer|Headset Fone Ouvido Gamer Pc Celular Ps4 Ps5 Xbox Led Azul|1566581781|https://www.casasbahia.com.br/headset-fone-ouvido-gamer-pc-celular-ps4-ps5-xbox-led-azul/p/1566581781|Indisponível|1|2025-10-21 14:10:03
Gaming|Fone de Ouvido Gamer|Fone de Ouvido Gamer JBL Quantum 50 BLK com Microfone e Controle de Volume Deslizante, Preto - Bivolt|55067753|https://www.casasbahia.com.br/fone-de-ouvido-gamer-jbl-quantum-50-blk-com-microfone-e-controle-de-volume-deslizante-preto-bivolt/p/55067753|Indisponível|6|2025-10-21 14:10:03
Gaming|Fone de Ouvido Gamer|Fone de Ouvido Headset Gamer JBL Quantum 200 Preto|1535322301|https://www.casasbahia.com.br/fone-de-ouvido-headset-gamer-jbl-quantum-200-preto/p/1535322301|Indisponível|1|2025-10-21 14:10:03
Gaming|Fone de Ouvido Gamer|Fone De Ouvido Gamer Sem Fio Bluetooth Wireles 5.0 Microfone|1537877239|https://www.casasbahia.com.br/fone-de-ouvido-gamer-sem-fio-bluetooth-wireles-50-microfone/p/1537877239|Indisponível|7|2025-10-21 14:10:03
Eletrônicos|Smart TV|Smart TV Philco 50” 4K LED Ultra HD PTV50VA4REGB Sistema Operacional Roku TV e Entradas USB e HDMI|55068350|https://www.casasbahia.com.br/smart-tv-philco-50-4k-led-ultra-hd-ptv50va4regb-sistema-operacional-roku-tv-e-entradas-usb-e-hdmi/p/55068350|Indisponível|33|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV 43” 4K Samsung 43U8600F Crystal HDR Tizen Alexa e Xbox Gaming|55069357|https://www.casasbahia.com.br/smart-tv-43-4k-samsung-43u8600f-crystal-hdr-tizen-alexa-e-xbox-gaming/p/55069357|Indisponível|18|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV LED 32” Full HD TCL S5400AF com Android TV, Wi-Fi, Bluetooth, Controle Remoto com Comando de Voz, Google Assistente e Chromecast integrado|55064040|https://www.casasbahia.com.br/smart-tv-led-32-full-hd-tcl-s5400af-com-android-tv-wi-fi-bluetooth-controle-remoto-com-comando-de-voz-google-assistente-e-chromecast-integrado/p/55064040|Indisponível|2974|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV 40” Philco Full HD LED PTV40M9GR2CGB com Sistema Operacional Roku TV, Dolby Audio, Processador Quad-Core, Entradas USB e HDMI|55068627|https://www.casasbahia.com.br/smart-tv-40-philco-full-hd-led-ptv40m9gr2cgb-com-sistema-operacional-roku-tv-dolby-audio-processador-quad-core-entradas-usb-e-hdmi/p/55068627|Indisponível|52|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV LED 32” Philco HD P32SAA Google TV, HDR10 e Processador Quad-Core, HDMI, USB e Wi-Fi|55068843|https://www.casasbahia.com.br/smart-tv-led-32-philco-hd-p32saa-google-tv-hdr10-e-processador-quad-core-hdmi-usb-e-wi-fi/p/55068843|Indisponível|5|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV 43” Full HD DLED AOC 43S5045/78G com sistema operacional Roku, processador Quad Core, Dolby Audio, HDMI e USB|55066787|https://www.casasbahia.com.br/smart-tv-43-full-hd-dled-aoc-43s5045-78g-com-sistema-operacional-roku-processador-quad-core-dolby-audio-hdmi-e-usb/p/55066787|Indisponível|674|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV 43” Samsung Full HD UN43F6000FGXZD, Xbox Cloud Gaming, HDR, Som em Movimento Virtual, AI Energy Mode, Wi-Fi e Bluetooth|55069530|https://www.casasbahia.com.br/smart-tv-43-samsung-full-hd-un43f6000fgxzd-xbox-cloud-gaming-hdr-som-em-movimento-virtual-ai-energy-mode-wi-fi-e-bluetooth/p/55069530|Indisponível|1|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV LED 50” Ultra HD 4K Philips 50PUG7019 com Google TV, Comando de Voz, Wi-Fi, Entradas HDMI e USB|55066928|https://www.casasbahia.com.br/smart-tv-led-50-ultra-hd-4k-philips-50pug7019-com-google-tv-comando-de-voz-wi-fi-entradas-hdmi-e-usb/p/55066928|Indisponível|940|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV 50” TCL 50P7K 4K QLED UHD 60Hz com Sistema Operacional Google TV|55069450|https://www.casasbahia.com.br/smart-tv-50-tcl-50p7k-4k-qled-uhd-60hz-com-sistema-operacional-google-tv/p/55069450|Indisponível|63|2025-10-21 17:39:40
Eletrônicos|Smart TV|Smart TV 4K 50” LG Ultra HD 50UA8550PSA com Processador a7 Gen8 AI, Otimizador de Jogos, Wi-Fi, Bluetooth, webOS 25 e Controle Smart Magic|55069668|https://www.casasbahia.com.br/smart-tv-4k-50-lg-ultra-hd-50ua8550psa-com-processador-a7-gen8-ai-otimizador-de-jogos-wi-fi-bluetooth-webos-25-e-controle-smart-magic/p/55069668|Indisponível|23|2025-10-21 17:39:40
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp 375L BRM44HK Frost Free Duplex Extrafrio Fresh Zone Inox|12731690|https://www.casasbahia.com.br/geladeira-brastemp-375l-brm44hk-frost-free-duplex-extrafrio-fresh-zone-inox/p/12731690|Indisponível|7796|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp Frost Free Duplex BRM44HB com Compartimento Extrafrio Fresh Zone Branca - 375L|12731692|https://www.casasbahia.com.br/geladeira-brastemp-frost-free-duplex-brm44hb-com-compartimento-extrafrio-fresh-zone-branca-375l/p/12731692?IdLojista=17969|Indisponível|9243|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp Duplex BRM55FK Frost Free com Painel Click Black e Turbo Freezer 463L – Inox|55066489|https://www.casasbahia.com.br/geladeira-brastemp-duplex-brm55fk-frost-free-com-painel-click-black-e-turbo-freezer-463l-inox/p/55066489|Indisponível|211|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp Duplex BRM55FB Frost Free com Painel Click Black e Turbo Freezer 463L – Branca|55066485|https://www.casasbahia.com.br/geladeira-brastemp-duplex-brm55fb-frost-free-com-painel-click-black-e-turbo-freezer-463l-branca/p/55066485|Indisponível|361|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp Frost Free Duplex 375 litros cor Inox com Espaço Adapt - BRM45JK|1547028003|https://www.casasbahia.com.br/geladeira-brastemp-frost-free-duplex-375-litros-cor-inox-com-espaco-adapt-brm45jk/p/1547028003|Indisponível|342|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp Duplex BRM55FE Frost Free com Painel Click Black e Turbo Freezer 463L – Black Inox|55066487|https://www.casasbahia.com.br/geladeira-brastemp-duplex-brm55fe-frost-free-com-painel-click-black-e-turbo-freezer-463l-black-inox/p/55066487|Indisponível|68|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp French Door BRO85AK Frost Free Tecnologia Inverter Turbo Freezer Design Premium 554 L Inox|55054274|https://www.casasbahia.com.br/geladeira-brastemp-french-door-bro85ak-frost-free-tecnologia-inverter-turbo-freezer-design-premium-554-l-inox/p/55054274|Indisponível|879|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp Frost Free Duplex A+++ 463 litros cor Branca com Fresh Box e Cold Room - BRM55FB|1567482127|https://www.casasbahia.com.br/geladeira-brastemp-frost-free-duplex-a-463-litros-cor-branca-com-fresh-box-e-cold-room-brm55fb/p/1567482127|Indisponível|6|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Duplex Frost Free 461 litros A+++ cor Inox com tecnologia Turbo Control e Fresh Box - BRM56FK|1567670291|https://www.casasbahia.com.br/geladeira-duplex-frost-free-461-litros-a-cor-inox-com-tecnologia-turbo-control-e-fresh-box-brm56fk/p/1567670291|Indisponível|15|2025-10-21 17:47:29
Eletrodomésticos|Geladeira Duplex Brastemp|Geladeira Brastemp Frost Free Inverse 588 litros Branca com Smart Bar BRE85AB|1546151792|https://www.casasbahia.com.br/geladeira-brastemp-frost-free-inverse-588-litros-branca-com-smart-bar-bre85ab/p/1546151792|Indisponível|246|2025-10-21 17:47:29
Gaming|Mouse Dell|Mouse sem fio Dell 2.4GHz - WM118|1564901382|https://www.casasbahia.com.br/mouse-sem-fio-dell-24ghz-wm118/p/1564901382|Indisponível|25|2025-10-21 17:49:05
Gaming|Mouse Dell|Teclado e Mouse sem fio Dell KM3322W|1553087778|https://www.casasbahia.com.br/teclado-e-mouse-sem-fio-dell-km3322w/p/1553087778|Indisponível|79|2025-10-21 17:49:05
Gaming|Mouse Dell|Mouse Wireless e Bluetooth Dell MS3320W|1503804957|https://www.casasbahia.com.br/mouse-wireless-e-bluetooth-dell-ms3320w/p/1503804957|Indisponível|8|2025-10-21 17:49:05
Gaming|Mouse Dell|Kit Teclado e Mouse sem fio Dell Pro KM5221W Preto|1513716163|https://www.casasbahia.com.br/kit-teclado-e-mouse-sem-fio-dell-pro-km5221w-preto/p/1513716163|Indisponível|90|2025-10-21 17:49:05
Gaming|Mouse Dell|Teclado e mouse Dell Pro - KM5221W - Português (Brasil) - Branco Gelo|1545952507|https://www.casasbahia.com.br/teclado-e-mouse-dell-pro-km5221w-portugues-brasil-branco-gelo/p/1545952507|Indisponível|9|2025-10-21 17:49:05
Gaming|Mouse Dell|Mouse óptico da Dell (preto) MS116|11480578|https://www.casasbahia.com.br/mouse-optico-da-dell-preto-ms116/p/11480578|Indisponível|30|2025-10-21 17:49:05
Gaming|Mouse Dell|Mouse Dell Pro Plus - MS5320W|1502211406|https://www.casasbahia.com.br/mouse-dell-pro-plus-ms5320w/p/1502211406|Indisponível|1|2025-10-21 17:49:05
Gaming|Mouse Dell|Teclado e mouse Dell Pro Plus - KM7321W - Português (Brasil)|1552320689|https://www.casasbahia.com.br/teclado-e-mouse-dell-pro-plus-km7321w-portugues-brasil/p/1552320689|Indisponível|11|2025-10-21 17:49:05
Gaming|Mouse Dell|Teclado e Mouse Dell Premier KM900|1561661602|https://www.casasbahia.com.br/teclado-e-mouse-dell-premier-km900/p/1561661602|Indisponível|1|2025-10-21 17:49:05
Gaming|Teclado sem fio KB216|Teclado Multimídia Dell KB216 - em Português|11480586|https://www.casasbahia.com.br/teclado-multimadia-dell-kb216-em-portuguas/p/11480586|Indisponível|72|2025-10-21 17:49:36
Gaming|Teclado sem fio KB216|Teclado e Mouse sem fio Dell KM3322W|1553087778|https://www.casasbahia.com.br/teclado-e-mouse-sem-fio-dell-km3322w/p/1553087778|Indisponível|79|2025-10-21 17:49:36
Gaming|Teclado sem fio KB216|Teclado USB Bright Basic - ABNT2 - Preto - 0014|1563245078|https://www.casasbahia.com.br/teclado-usb-bright-basic-abnt2-preto-0014/p/1563245078|Indisponível|1|2025-10-21 17:49:36
